Feature,Importance
Pp_PeakTime_aVR,1.0839415307810424e-05
Pp_Dur_V6,1.0804709678158706e-05
Pp_Dur_II,9.356324859893123e-06
Pp_Dur_V5,9.089294304138357e-06
Sp_PeakTime_aVR,8.524950707887776e-06
Pp_PeakTime_V6,8.470323070512332e-06
Sp_Dur_V5,8.234738652735703e-06
Sp_PeakTime_V5,6.76145480212065e-06
Rp_Dur_V6,6.453995407736357e-06
Sp_Dur_aVR,6.223554043683319e-06
Pp_PeakTime_V5,6.144719903990796e-06
Sp_PeakTime_aVL,4.686111047355918e-06
Sp_PeakTime_I,4.175379729824717e-06
Sp_Dur_V6,2.440952510479006e-06
Sp_Dur_I,1.695881719985158e-06
Rp_PeakTime_V6,1.3137434670120559e-06
Sp_PeakTime_V6,1.076429185330045e-06
